title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00943,26.592,Month,19.944,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00944,31.301,Month,23.476,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00945,22.165,Month,16.624,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00946,21.031,Month,15.773,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00947,7.008,Month,5.256,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00948,46.949,Month,35.212,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00949,34.367,Month,25.775,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00950,0.663,Month,0.497,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00951,5.394,Month,4.046,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00952,29.306,Month,21.98,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00953,26.448,Month,19.836,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00954,48.141,Month,36.106,Month,25%
Amazon ECS,Amazon ECS,,ITEM-00955,37.733,Month,28.3,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00956,43.285,Month,32.464,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00957,34.2,Month,25.65,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00958,17.004,Month,12.753,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00959,41.282,Month,30.961,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00960,10.304,Month,7.728,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00961,6.794,Month,5.095,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00962,27.835,Month,20.876,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00963,29.803,Month,22.352,Month,25%
AWS Batch,AWS Batch,,ITEM-00964,4.834,Month,3.625,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00965,13.737,Month,10.303,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00966,4.983,Month,3.737,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00967,17.188,Month,12.891,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00968,24.486,Month,18.364,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00969,16.627,Month,12.47,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00970,6.618,Month,4.963,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00971,31.376,Month,23.532,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00972,13.861,Month,10.396,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00973,39.864,Month,29.898,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00974,47.056,Month,35.292,Month,25%
Amazon S3,Amazon S3,,ITEM-00975,49.075,Month,36.806,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00976,20.152,Month,15.114,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00977,14.304,Month,10.728,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00978,27.044,Month,20.283,Month,25%
AWS Glue,AWS Glue,,ITEM-00979,44.436,Month,33.327,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00980,40.025,Month,30.019,Month,25%
Amazon ECS,Amazon ECS,,ITEM-00981,45.688,Month,34.266,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00982,46.458,Month,34.843,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00983,29.377,Month,22.033,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00984,44.839,Month,33.629,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00985,39.723,Month,29.792,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00986,29.906,Month,22.429,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00987,8.814,Month,6.611,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00988,35.436,Month,26.577,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00989,5.749,Month,4.312,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00990,32.7,Month,24.525,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00991,0.29,Month,0.217,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00992,33.312,Month,24.984,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00993,36.387,Month,27.29,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00994,10.584,Month,7.938,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00995,24.994,Month,18.745,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00996,35.926,Month,26.945,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00997,9.939,Month,7.454,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00998,32.458,Month,24.343,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00999,25.515,Month,19.136,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-01000,8.126,Month,6.095,Month,25%
