title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Dataflow,Dataflow,,ITEM-00984,11.003,Month,8.252,Month,25%
Dataflow,Dataflow,,ITEM-00985,4.308,Month,3.231,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00986,21.872,Month,16.404,Month,25%
Memorystore,Memorystore,,ITEM-00987,22.897,Month,17.173,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00988,10.792,Month,8.094,Month,25%
Vertex AI,Vertex AI,,ITEM-00989,13.535,Month,10.151,Month,25%
Secret Manager,Secret Manager,,ITEM-00990,20.162,Month,15.121,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00991,27.844,Month,20.883,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00992,46.687,Month,35.015,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00993,21.279,Month,15.959,Month,25%
Secret Manager,Secret Manager,,ITEM-00994,34.682,Month,26.012,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00995,23.865,Month,17.899,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00996,35.584,Month,26.688,Month,25%
Dataproc,Dataproc,,ITEM-00997,9.234,Month,6.925,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00998,46.941,Month,35.206,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00999,30.931,Month,23.198,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-01000,40.898,Month,30.674,Month,25%
